Customer_id,Date,Name,City,Product name,Category,Quantity,Price per product,Total bill
19651,2025-11-13,Eta Sekhon,Ahemdabad,short top,cloth,2,1707,3414
39305,2026-01-15,Samuel Dutt,Bombay,crockery,home_kichen,4,646,2584
50598,2026-10-08,Charvi Kaul,junagath,powder,beauty_product,5,2812,14060
17197,2026-05-14,Christopher Kohli,Rajkot,lipstick,beauty_product,1,2923,2923
50871,2026-01-21,Abeer Ramaswamy,Gandhinahagr,blush,beauty_product,3,2672,8016
32254,2026-10-23,Onkar Mahajan,Bangalore,t shirt,cloth,4,1537,6148
45540,2026-05-19,Odika Chandran,Kolkata,bowl,home_kichen,2,688,1376
17354,2026-10-22,Xavier Kala,Ahemdabad,spoon,home_kichen,4,762,3048
37879,2026-02-24,Barkha Venkataraman,Bombay,shirt,cloth,4,1499,5996
26946,2025-11-25,Jagdish Mahal,Ahemdabad,t shirt,cloth,4,1526,6104
23426,2026-03-29,Xavier Soman,Bangalore,pent,cloth,5,1437,7185
24220,2025-11-27,Pavani Bobal,Kolkata,washingmachine,electric,2,50061,100122
3846,2026-04-04,Shivansh Choudhury,Rajkot,spoon,home_kichen,2,939,1878
15564,2026-07-17,Saanvi Bava,Bangalore,laptop,electric,3,50151,150453
43042,2026-05-13,Nicholas Ramakrishnan,Hyderabad,bowl,home_kichen,2,529,1058
21577,2026-03-23,Indrajit Sarkar,Gandhinahagr,t shirt,cloth,5,1752,8760
32372,2026-08-12,Ranbir Sani,Bangalore,spoon,home_kichen,5,540,2700
5607,2026-08-03,Vrishti Pathak,Rajkot,fan,electric,3,50210,150630
17241,2026-09-12,Ikbal Narayanan,Hyderabad,tube light,electric,1,50311,50311
43760,2026-03-07,Eesha Jhaveri,Kolkata,kurti,cloth,5,1469,7345
24305,2026-10-05,Charles Vohra,surendranagar,TV,electric,4,49943,199772
16479,2026-03-31,Samarth Karan,Bangalore,blush,beauty_product,5,2853,14265
9823,2025-11-28,Samesh Som,Ahemdabad,kurti,cloth,1,1745,1745
18441,2026-01-30,Oni Patel,Ahemdabad,pent,cloth,2,1639,3278
8793,2025-11-06,Neel Choudhary,Surat,shirt,cloth,2,1629,3258
40261,2026-10-11,Chameli Misra,surendranagar,t shirt,cloth,4,1718,6872
16432,2026-04-09,Chaaya Varty,Jamnagar,blush,beauty_product,2,2855,5710
50508,2026-01-18,Falguni Mangal,Rajkot,blush,beauty_product,4,2560,10240
4618,2026-01-11,Damyanti Singh,Bombay,mobile,electric,5,49918,249590
38755,2026-01-11,Nathan Dara,Ahemdabad,suit,cloth,1,1670,1670
23418,2026-09-08,Geetika Pall,Bangalore,kurti,cloth,5,1593,7965
38645,2025-12-11,Gavin Johal,Ahemdabad,fridge,electric,4,49978,199912
1327,2026-01-12,Zinal Setty,Bangalore,powder,beauty_product,1,2539,2539
27766,2026-07-07,Ekani Saraf,Kolkata,fridge,electric,3,49921,149763
50519,2026-01-23,Ekalinga Ganesan,Rajkot,suit,cloth,5,1445,7225
26977,2026-02-28,Omkaar Gulati,junagath,laptop,electric,3,49963,149889
1144,2025-12-19,Vedant Memon,Gandhinahagr,t shirt,cloth,1,1774,1774
39850,2026-08-29,Samaksh Bail,Ahemdabad,spoon,home_kichen,4,918,3672
31658,2026-05-12,Jeremiah Minhas,surendranagar,Dish set,home_kichen,2,934,1868
14330,2026-07-04,Raksha Mannan,Rajkot,spoon,home_kichen,2,457,914
42153,2025-12-13,Jonathan Bhakta,Kolkata,foundation,beauty_product,5,2660,13300
1961,2026-07-17,Ekavir Banerjee,Kolkata,fridge,electric,1,49908,49908
13969,2026-04-30,Noah Manne,Kolkata,Dish set,home_kichen,4,431,1724
1571,2026-03-19,Jason Bhardwaj,Hyderabad,mobile,electric,1,50006,50006
32559,2025-11-13,Leena Shere,Bombay,fan,electric,5,49996,249980
40156,2026-02-02,Devika Cheema,Ahemdabad,bowl,home_kichen,3,952,2856
43698,2026-01-15,Netra Keer,Gandhinahagr,Dish set,home_kichen,5,483,2415
30621,2026-02-03,Falguni Singhal,junagath,washingmachine,electric,2,50228,100456
26105,2026-08-04,Lila Bhatia,surendranagar,tube light,electric,3,50018,150054
33712,2026-01-13,David Kalla,Bombay,crockery,home_kichen,1,826,826
48890,2026-02-23,Dev Walia,Ahemdabad,suit,cloth,4,1574,6296
46911,2026-06-21,Ganga Talwar,junagath,AC,electric,5,50239,251195
6639,2026-04-11,Tanveer Dani,Surat,spoon,home_kichen,2,749,1498
45630,2026-05-20,Mohini Kota,surendranagar,laptop,electric,3,50121,150363
9343,2026-05-13,Vedhika Badami,Hyderabad,blush,beauty_product,5,2456,12280
10231,2026-04-29,Vedika Bandi,Bombay,blush,beauty_product,5,2723,13615
20561,2026-09-15,Jackson Raja,Bangalore,powder,beauty_product,2,2664,5328
28396,2025-12-01,Vidhi Borra,Gandhinahagr,foundation,beauty_product,2,2811,5622
49216,2026-08-28,Chaaya Shere,Surat,AC,electric,2,50034,100068
48419,2025-12-05,Mason Bhatt,junagath,crockery,home_kichen,3,976,2928
7565,2026-01-14,Bachittar Jha,surendranagar,Dish set,home_kichen,4,701,2804
37534,2026-01-08,Mugdha Goyal,Ahemdabad,shirt,cloth,5,1779,8895
34265,2026-04-05,Chaitaly Dhaliwal,Gandhinahagr,kurti,cloth,1,1678,1678
8646,2026-02-22,Tanay Sinha,Hyderabad,t shirt,cloth,5,1483,7415
48158,2026-06-02,Nathaniel Srinivas,Ahemdabad,lipstick,beauty_product,4,2847,11388
3401,2025-11-21,Amaira Sahni,Jamnagar,fridge,electric,1,50003,50003
19795,2026-10-20,Januja Dhawan,Gandhinahagr,foundation,beauty_product,3,2478,7434
22447,2025-11-16,Isha Chadha,junagath,foundation,beauty_product,4,2699,10796
2739,2026-02-03,Ayushman Datta,Bombay,lipstick,beauty_product,4,2718,10872
17844,2025-11-09,Janaki Chatterjee,Surat,kurti,cloth,5,1512,7560
36711,2026-07-28,Fiyaz Sampath,Gandhinahagr,short top,cloth,1,1690,1690
28737,2026-07-22,Agastya Savant,surendranagar,Dish set,home_kichen,5,604,3020
27434,2026-04-01,Barkha Ahuja,surendranagar,pent,cloth,1,1981,1981
19228,2025-12-06,Dalbir Barman,Hyderabad,foundation,beauty_product,1,2904,2904
30265,2026-04-14,Yashawini Dixit,Gandhinahagr,washingmachine,electric,1,49992,49992
9521,2026-10-30,Hamsini Mall,Ahemdabad,tube light,electric,2,50278,100556
44673,2026-01-27,Sara Suresh,Ahemdabad,crockery,home_kichen,4,664,2656
6630,2026-05-30,Vansha Wagle,Bangalore,crockery,home_kichen,3,511,1533
11797,2026-01-20,Ayushman Nadig,Bombay,mobile,electric,4,50480,201920
44639,2026-05-03,Upasna Guha,Jamnagar,spoon,home_kichen,3,964,2892
45232,2025-11-24,Upadhriti Chana,Gandhinahagr,bowl,home_kichen,1,440,440
4207,2026-02-03,Aarnav Goda,Jamnagar,blush,beauty_product,1,2628,2628
32129,2026-06-24,Watika Nadkarni,Rajkot,Dish set,home_kichen,5,408,2040
44659,2025-11-01,Odika Kothari,Jamnagar,pent,cloth,2,1631,3262
49614,2026-01-02,Vedika Bhat,Gandhinahagr,shirt,cloth,3,1552,4656
12173,2025-11-18,Chakrika Bobal,surendranagar,t shirt,cloth,1,1423,1423
24752,2025-12-02,Dalbir Kurian,Rajkot,lipstick,beauty_product,5,2541,12705
19731,2026-07-02,Deepa Singh,Surat,spoon,home_kichen,1,618,618
23787,2026-03-25,Chaaya Brar,junagath,t shirt,cloth,4,1872,7488
27570,2026-08-07,Zilmil Mahajan,Ahemdabad,kurti,cloth,3,1700,5100
20919,2026-04-26,Eiravati Srinivas,Rajkot,Dish set,home_kichen,5,467,2335
38502,2026-05-28,Gaurangi Sankaran,Ahemdabad,AC,electric,1,50452,50452
10211,2026-02-19,Tamanna Bath,Surat,Dish set,home_kichen,2,666,1332
8657,2026-10-13,Omkaar Dugar,Bombay,lipstick,beauty_product,4,2449,9796
12327,2026-01-12,Tanay Narula,Kolkata,shirt,cloth,1,1712,1712
8052,2026-09-26,Bhavini Mody,Kolkata,blush,beauty_product,1,2950,2950
7415,2026-02-07,Chakradhar Goda,Bombay,crockery,home_kichen,1,982,982
48966,2026-03-17,Harinakshi Hayre,Bombay,kurti,cloth,5,1576,7880
30305,2026-07-20,Krisha Pal,Bombay,foundation,beauty_product,4,2509,10036
36441,2026-06-27,Lajita Khanna,Gandhinahagr,powder,beauty_product,2,2809,5618
12480,2026-01-22,Abha Varughese,Surat,TV,electric,1,50250,50250
50326,2026-05-02,Balendra Contractor,Gandhinahagr,Dish set,home_kichen,4,542,2168
25644,2026-07-08,Anay Pant,Hyderabad,suit,cloth,4,1747,6988
28412,2026-05-09,Bachittar Narasimhan,junagath,foundation,beauty_product,3,2926,8778
41134,2025-11-20,Panini Bhatti,Hyderabad,kurti,cloth,3,1993,5979
24064,2026-05-27,Chakradev Lal,Bombay,fridge,electric,2,50079,100158
48958,2026-10-14,Nilima Malhotra,Bangalore,bowl,home_kichen,5,574,2870
42861,2025-12-01,Gaurang Goyal,Jamnagar,short top,cloth,3,1832,5496
46340,2026-06-07,Upadhriti Oommen,Ahemdabad,spoon,home_kichen,3,982,2946
9608,2026-03-05,Praneel Ratti,Bombay,shirt,cloth,5,1987,9935
14646,2026-10-22,Chakrika Keer,Bombay,foundation,beauty_product,2,2777,5554
47340,2026-02-03,Ethan Dewan,Kolkata,powder,beauty_product,3,2691,8073
18329,2026-06-16,Brinda Borra,Gandhinahagr,spoon,home_kichen,5,796,3980
17617,2026-05-30,Vedika Sagar,Kolkata,washingmachine,electric,2,50216,100432
17264,2026-05-04,Hardik Bains,Bombay,blush,beauty_product,4,2822,11288
16039,2026-01-20,Yutika Dara,Rajkot,spoon,home_kichen,1,467,467
25651,2026-03-13,Anamika Kanda,Bangalore,tablet,electric,1,49977,49977
5677,2026-08-20,Yashodhara Ramachandran,Rajkot,blush,beauty_product,1,2497,2497
7772,2026-10-27,Ayaan Chandran,Surat,blush,beauty_product,5,2987,14935
1233,2026-05-07,Advaith Sur,surendranagar,cooler,electric,1,50092,50092
17952,2026-09-13,Bimala Nadkarni,Ahemdabad,crockery,home_kichen,4,724,2896
5134,2026-01-08,Aradhana Bains,Gandhinahagr,foundation,beauty_product,2,2892,5784
1641,2026-04-07,Ekani Mishra,Kolkata,foundation,beauty_product,1,2447,2447
46814,2026-06-10,Peter Oommen,Surat,fridge,electric,2,50166,100332
41935,2026-05-29,Charita Bhalla,Surat,fridge,electric,3,50145,150435
14406,2026-03-06,Hardik Agrawal,Surat,spoon,home_kichen,1,560,560
39914,2026-04-15,Tanveer Mannan,Bangalore,suit,cloth,2,1755,3510
34413,2025-12-21,Anusha Varkey,Bombay,AC,electric,1,50029,50029
37556,2026-08-02,Chakrika Mannan,surendranagar,lipstick,beauty_product,2,2640,5280
12567,2026-03-02,Baghyawati Mani,Surat,lipstick,beauty_product,5,2850,14250
46887,2025-12-08,Eesha Krishnan,Kolkata,fan,electric,4,50480,201920
49340,2026-09-10,Ekani Aggarwal,Surat,bowl,home_kichen,4,416,1664
41310,2026-05-11,Kamala Khatri,surendranagar,kurti,cloth,2,1813,3626
23051,2026-08-09,Nandini Kata,Ahemdabad,foundation,beauty_product,3,2440,7320
50159,2026-10-28,Eiravati Narain,surendranagar,Dish set,home_kichen,2,805,1610
10434,2026-09-17,Kamala Rout,Bangalore,kurti,cloth,3,1952,5856
3950,2026-08-24,Amrita Khurana,Bangalore,cooler,electric,3,50005,150015
23045,2025-11-23,Kai Sibal,Kolkata,bowl,home_kichen,4,551,2204
37935,2026-03-13,Abeer Bhatia,Kolkata,pent,cloth,5,1677,8385
29047,2026-07-27,Avi Kaur,surendranagar,Dish set,home_kichen,5,715,3575
11486,2026-10-19,Jairaj Bobal,Jamnagar,spoon,home_kichen,1,656,656
35775,2026-02-06,Chakradev Contractor,junagath,AC,electric,4,50154,200616
41502,2025-11-15,Triveni Dar,Bombay,crockery,home_kichen,4,514,2056
50131,2025-11-25,Ekbal Balan,Rajkot,AC,electric,1,50270,50270
16113,2026-06-29,Praneel Varma,Gandhinahagr,tube light,electric,5,50153,250765
12366,2026-10-18,Wishi Tella,Kolkata,suit,cloth,5,1994,9970
48615,2026-06-04,David Ghosh,Jamnagar,fridge,electric,1,50170,50170
36827,2025-11-23,Amol Naidu,Surat,bowl,home_kichen,3,527,1581
17652,2025-12-23,Praneel Kapadia,surendranagar,crockery,home_kichen,2,871,1742
10668,2026-09-29,Vincent Pandya,Gandhinahagr,foundation,beauty_product,2,2812,5624
46418,2026-04-16,Ojasvi Sekhon,Jamnagar,Dish set,home_kichen,2,629,1258
50010,2026-10-02,Ekani Guha,surendranagar,spoon,home_kichen,5,470,2350
13878,2026-08-07,Warda Baria,Bangalore,powder,beauty_product,2,2675,5350
45580,2026-04-02,Pavani Koshy,Jamnagar,Dish set,home_kichen,3,898,2694
3259,2026-04-15,Abhiram Om,Hyderabad,AC,electric,2,50078,100156
39014,2026-06-18,Bhavna Anne,Gandhinahagr,t shirt,cloth,1,1838,1838
7797,2026-09-01,Nachiket Cherian,Bangalore,tablet,electric,4,50226,200904
11544,2026-09-12,Ekantika Gola,junagath,washingmachine,electric,4,50443,201772
38477,2026-06-03,Siya Boase,Jamnagar,powder,beauty_product,2,2975,5950
43352,2026-01-05,Chatura Tata,Jamnagar,short top,cloth,1,1657,1657
1773,2026-02-15,Champak Singhal,Kolkata,foundation,beauty_product,4,2469,9876
14407,2026-04-21,Yauvani Dora,Rajkot,shirt,cloth,5,1416,7080
11293,2025-12-17,Gaurangi Walia,junagath,spoon,home_kichen,3,808,2424
1435,2026-02-24,Samar Dhar,Bombay,t shirt,cloth,1,1978,1978
31159,2026-06-18,Pooja Mani,Jamnagar,Dish set,home_kichen,2,579,1158
20538,2026-01-19,Ojasvi Ganesan,Jamnagar,shirt,cloth,5,1753,8765
32007,2026-08-18,Yashoda Sethi,Jamnagar,blush,beauty_product,3,2754,8262
1005,2026-10-06,Upma Shetty,Surat,spoon,home_kichen,2,979,1958
1705,2026-03-31,Yauvani Jain,Gandhinahagr,crockery,home_kichen,4,554,2216
46701,2026-05-15,Manan Suri,junagath,kurti,cloth,5,1742,8710
29687,2025-11-22,Jatin Bhatia,Ahemdabad,pent,cloth,3,1842,5526
2209,2026-03-09,Gauri Viswanathan,surendranagar,bowl,home_kichen,1,812,812
19907,2025-12-30,Jason Shukla,Bangalore,fridge,electric,5,50207,251035
22421,2026-06-23,Warhi Murthy,Hyderabad,mobile,electric,2,50449,100898
5202,2026-03-03,Jalsa Raval,Gandhinahagr,foundation,beauty_product,5,2920,14600
42740,2026-05-30,Turvi Rege,Hyderabad,shirt,cloth,4,1960,7840
27476,2026-01-04,Anthony Mistry,Bangalore,shirt,cloth,3,1626,4878
23646,2026-08-19,Lavanya Rattan,Rajkot,foundation,beauty_product,2,2550,5100
14164,2025-12-10,Hemal Chahal,Bangalore,AC,electric,3,49981,149943
41384,2026-10-13,Dhriti Dugar,Rajkot,pent,cloth,1,1411,1411
46862,2026-07-09,Chanchal Gola,Ahemdabad,lipstick,beauty_product,5,2630,13150
26591,2026-06-15,Neel Lala,Kolkata,bowl,home_kichen,4,461,1844
45434,2026-05-28,Saanvi Borah,Jamnagar,spoon,home_kichen,1,589,589
1851,2026-05-15,Bachittar Ramanathan,Ahemdabad,short top,cloth,1,1533,1533
15937,2025-12-12,Gaurika Tella,Surat,tube light,electric,4,50181,200724
42302,2026-07-11,Wyatt Naidu,Kolkata,washingmachine,electric,5,50217,251085
3086,2026-06-10,Laksh Mann,Kolkata,Dish set,home_kichen,4,628,2512
40600,2026-07-30,Akshay Pillai,Kolkata,spoon,home_kichen,2,668,1336
19120,2026-09-14,Libni Varkey,Bombay,mobile,electric,2,50191,100382
33981,2026-01-02,Warinder Kant,Hyderabad,Dish set,home_kichen,1,405,405
21405,2026-09-15,Advaith Rama,surendranagar,t shirt,cloth,5,1523,7615
46890,2025-11-30,Ishaan Butala,Bombay,tablet,electric,3,50123,150369
11568,2025-12-27,Gavin Gandhi,Kolkata,fan,electric,4,49943,199772
31129,2025-12-19,Nilima Murty,Rajkot,powder,beauty_product,2,2767,5534
8411,2025-12-14,Falan Ramachandran,Ahemdabad,spoon,home_kichen,2,772,1544
9616,2026-06-21,Champak Deshmukh,junagath,short top,cloth,3,1967,5901
41739,2026-10-07,Adweta Dora,Kolkata,kurti,cloth,2,1893,3786
44191,2026-02-21,Fiyaz Kant,Bombay,short top,cloth,3,1667,5001
36578,2026-07-07,Shivani Char,Hyderabad,tablet,electric,4,50036,200144
48152,2026-06-30,Zashil De,Ahemdabad,Dish set,home_kichen,2,988,1976
34916,2026-01-07,Ekiya Jain,Bombay,spoon,home_kichen,3,406,1218
8572,2026-09-03,Chavvi Shetty,Bombay,pent,cloth,4,1717,6868
35313,2026-10-29,Darsh Bandi,junagath,powder,beauty_product,4,2751,11004
47199,2025-12-29,Vasana Sidhu,Bombay,washingmachine,electric,4,50483,201932
20966,2026-04-24,Ira Nair,surendranagar,crockery,home_kichen,1,870,870
48713,2026-09-22,Inaya Narula,Hyderabad,short top,cloth,4,1537,6148
8740,2026-07-02,Omkaar Talwar,Rajkot,t shirt,cloth,2,1647,3294
6051,2026-03-06,Banjeet Sha,Gandhinahagr,suit,cloth,3,1589,4767
23062,2026-09-29,Chakrika Bajwa,Kolkata,pent,cloth,4,1959,7836
32591,2026-10-23,George Mitra,Hyderabad,lipstick,beauty_product,4,2605,10420
45903,2026-02-23,Onveer Mahajan,Surat,spoon,home_kichen,2,740,1480
19841,2026-09-18,Isha Verma,Hyderabad,washingmachine,electric,1,50074,50074
40685,2026-01-14,Tristan Sama,Jamnagar,powder,beauty_product,5,2413,12065
45265,2025-12-04,Ishita Arora,junagath,t shirt,cloth,4,1783,7132
18185,2026-06-14,Meera Kalla,junagath,fridge,electric,4,50380,201520
16060,2026-07-12,Deepa Tripathi,junagath,Dish set,home_kichen,5,939,4695
18772,2026-10-12,Eesha Rajagopalan,Bombay,powder,beauty_product,3,2511,7533
12937,2026-01-16,Ranveer Karpe,Hyderabad,kurti,cloth,4,1595,6380
40107,2026-08-03,Januja Setty,surendranagar,kurti,cloth,2,1542,3084
50568,2026-01-14,Joshua Pradhan,junagath,crockery,home_kichen,5,715,3575
25013,2026-08-03,Frederick Rattan,surendranagar,powder,beauty_product,2,2840,5680
23314,2026-04-08,Ishwar Pal,junagath,spoon,home_kichen,3,934,2802
19542,2026-02-08,Owen Ranganathan,Ahemdabad,spoon,home_kichen,5,900,4500
17745,2026-03-13,Lakshit Bir,Ahemdabad,spoon,home_kichen,5,401,2005
2987,2026-03-29,Daniel Mittal,Surat,Dish set,home_kichen,4,812,3248
39447,2025-12-04,Kala Padmanabhan,surendranagar,lipstick,beauty_product,3,2602,7806
8701,2026-02-21,Chatura Dutta,Rajkot,fridge,electric,4,49933,199732
30350,2026-08-08,Saumya Raja,surendranagar,spoon,home_kichen,4,774,3096
10996,2025-12-10,Chatresh Sundaram,Jamnagar,cooler,electric,5,49902,249510
46588,2025-11-04,Anvi Sekhon,Surat,spoon,home_kichen,2,809,1618
6661,2026-03-21,Owen Purohit,Jamnagar,washingmachine,electric,3,50478,151434
39564,2025-11-12,Nitara Manne,junagath,AC,electric,3,50298,150894
2992,2026-08-24,Dalaja Tailor,Surat,washingmachine,electric,4,50307,201228
4958,2026-02-16,Sai Jayaraman,junagath,foundation,beauty_product,4,2626,10504
23009,2026-05-15,Falak Chandra,junagath,shirt,cloth,4,1545,6180
44915,2025-12-21,Robert Doshi,Gandhinahagr,fan,electric,5,50383,251915
17161,2026-04-06,Leena Bawa,Surat,mobile,electric,2,49988,99976
8249,2026-01-10,Benjamin Srinivas,Gandhinahagr,suit,cloth,5,1514,7570
29817,2026-10-07,Meera Sachdev,Bombay,bowl,home_kichen,3,743,2229
17442,2025-12-08,Pranav Chana,junagath,foundation,beauty_product,2,2629,5258
36857,2026-05-29,Vasudha Mallick,Hyderabad,powder,beauty_product,3,2407,7221
50342,2026-03-04,Jack Kashyap,Surat,pent,cloth,5,1697,8485
49615,2026-05-05,Gayathri Buch,junagath,bowl,home_kichen,2,455,910
49186,2026-02-06,Anay Bakshi,Jamnagar,crockery,home_kichen,4,416,1664
36852,2026-01-07,Faris Pant,junagath,spoon,home_kichen,1,961,961
34147,2025-12-21,Kabir Kade,Jamnagar,foundation,beauty_product,5,2732,13660
31087,2026-06-24,Joshua Majumdar,Bombay,fridge,electric,1,50035,50035
29224,2026-08-28,Ladli Din,Gandhinahagr,blush,beauty_product,3,2706,8118
6909,2026-10-10,Arya Vasa,Bangalore,tube light,electric,2,49930,99860
18696,2026-08-10,Eshana Konda,surendranagar,suit,cloth,2,1682,3364
38612,2026-03-27,Gabriel Raj,Ahemdabad,powder,beauty_product,1,2511,2511
29619,2025-11-12,Idika Narasimhan,Hyderabad,t shirt,cloth,5,1515,7575
20726,2026-04-25,Chaitanya Parmar,Kolkata,Dish set,home_kichen,1,455,455
19598,2026-08-15,Ekani Khurana,Hyderabad,blush,beauty_product,1,2454,2454
9645,2026-08-05,Anita Luthra,Bombay,mobile,electric,4,50121,200484
42373,2026-10-31,Reva Rege,Hyderabad,short top,cloth,3,1436,4308
18470,2025-12-03,Tara Pau,Bombay,blush,beauty_product,4,2532,10128
30396,2026-10-27,Vedika Chauhan,Ahemdabad,crockery,home_kichen,1,469,469
5097,2026-01-08,Aryan Gala,Gandhinahagr,powder,beauty_product,5,2478,12390
40778,2026-10-25,Gayathri Koshy,surendranagar,foundation,beauty_product,5,2906,14530
18311,2025-12-10,Tristan Talwar,Bangalore,spoon,home_kichen,4,689,2756
10456,2026-06-22,George Lad,Rajkot,kurti,cloth,4,1464,5856
5503,2026-02-14,Vrishti Sheth,Rajkot,crockery,home_kichen,4,708,2832
34417,2026-08-24,Aahana Ramachandran,Surat,t shirt,cloth,2,1500,3000
26992,2026-01-15,Yashoda Sant,surendranagar,laptop,electric,4,49997,199988
25007,2026-07-28,Kamya Dada,Bombay,crockery,home_kichen,1,703,703
24094,2025-11-28,Wriddhish Menon,surendranagar,Dish set,home_kichen,2,519,1038
29737,2026-09-01,Dhruv Kapoor,junagath,lipstick,beauty_product,1,2470,2470
45749,2026-06-28,Samar Gandhi,Surat,bowl,home_kichen,4,730,2920
20111,2026-08-21,Urmi Chada,Jamnagar,bowl,home_kichen,3,741,2223
46824,2026-03-04,Hemal Radhakrishnan,Ahemdabad,washingmachine,electric,3,50072,150216
18814,2026-05-13,Jatin Sem,Bangalore,lipstick,beauty_product,3,2952,8856
16824,2026-02-26,Finn Goyal,Rajkot,TV,electric,3,49937,149811
3354,2025-12-08,Frado Pal,surendranagar,foundation,beauty_product,4,2968,11872
36551,2025-11-14,Wyatt Jhaveri,surendranagar,mobile,electric,5,50301,251505
